payment_id,invoice_id,payment_date,payment_amount,payment_method
PAY-506992,INV-419309,2023-03-19,2524322.06,Bank Transfer
PAY-544625,INV-740187,2021-03-09,640.72,UPI
PAY-957236,INV-535898,2019-07-02,2661648.4,Cheque
PAY-130353,INV-381459,2021-05-02,8373.34,Cash
PAY-987612,INV-381459,2021-04-12,611421.26,Bank Transfer
PAY-629714,INV-858834,2024-03-28,95460.71,UPI
PAY-202079,INV-668517,2024-11-19,896440.0,Cash
PAY-551038,INV-337044,2021-10-07,3377296.0,Cheque
PAY-143515,INV-411040,2020-04-01,322806.0,Cash
PAY-337455,INV-485558,2023-06-30,304362.44,Bank Transfer
PAY-923375,INV-485558,2023-05-25,2311779.56,UPI
PAY-981286,INV-963588,2021-05-12,1569870.0,Cash
PAY-964853,INV-303722,2019-02-20,4673825.8,Cash
PAY-108394,INV-837937,2019-09-11,1044511.0,Cheque
PAY-511464,INV-257776,2021-05-09,1280698.6,Cash
PAY-433493,INV-241920,2020-11-11,3084408.2,UPI
PAY-901261,INV-715791,2023-10-14,36005.43,Credit Card
PAY-874472,INV-715791,2023-10-30,238299.17,UPI
PAY-157750,INV-517813,2024-04-11,2292724.8,UPI
PAY-157880,INV-317890,2019-06-15,1673.02,Cheque
PAY-776545,INV-317890,2019-05-19,26998.98,UPI
PAY-929902,INV-163280,2023-07-17,1295869.0,UPI
PAY-761877,INV-767912,2024-12-12,3530009.4,Bank Transfer
PAY-796544,INV-697669,2022-04-15,788632.71,UPI
PAY-788728,INV-697669,2022-03-21,71143.29,Credit Card
PAY-205886,INV-216914,2024-03-13,2195508.0,Bank Transfer
PAY-786100,INV-332217,2020-09-02,4230247.0,Credit Card
PAY-817126,INV-738884,2020-12-01,695801.0,UPI
PAY-342263,INV-346564,2023-09-07,1609806.6,UPI
PAY-349175,INV-959135,2020-10-18,228528.0,Cash
PAY-633874,INV-353118,2019-11-15,13688.0,Cash
PAY-961542,INV-307898,2024-02-14,41641.23,UPI
PAY-830843,INV-307898,2024-03-19,162134.77,Cheque
PAY-289517,INV-772497,2020-10-03,1686336.0,Cash
PAY-872574,INV-192171,2021-01-06,79859.14,UPI
PAY-887278,INV-571109,2024-02-25,1426505.0,Credit Card
PAY-486024,INV-251143,2024-09-22,913489.0,UPI
PAY-261379,INV-952104,2022-04-21,1390342.8,Credit Card
PAY-869864,INV-656163,2023-01-26,439512.11,UPI
PAY-487441,INV-855956,2020-03-28,2213568.0,Cheque
PAY-374980,INV-540900,2022-11-22,2311692.8,Bank Transfer
PAY-523132,INV-563352,2020-01-25,494255.0,Cash
PAY-174766,INV-735849,2024-05-17,522748.0,UPI
PAY-766029,INV-768386,2024-11-11,525637.07,Bank Transfer
PAY-493622,INV-939155,2019-03-09,928149.07,UPI
PAY-220007,INV-509137,2022-06-18,1091585.4,UPI
PAY-534339,INV-374112,2024-03-25,1800297.8,Bank Transfer
PAY-896317,INV-668824,2021-06-02,435724.0,Cash
PAY-502613,INV-609007,2022-08-09,2470015.6,Credit Card
PAY-659617,INV-492983,2021-06-13,1858944.0,Bank Transfer
PAY-447802,INV-931818,2020-10-26,434895.0,Cheque
PAY-139772,INV-576895,2023-04-28,2554249.0,Credit Card
PAY-827887,INV-254639,2021-03-13,1651092.4,Bank Transfer
PAY-900136,INV-131411,2022-06-11,7518.02,UPI
PAY-207428,INV-131411,2022-06-17,13131.98,Credit Card
PAY-708917,INV-782514,2023-07-12,1567093.8,UPI
PAY-992683,INV-245168,2023-11-19,1724219.0,UPI
PAY-348498,INV-157111,2023-06-04,754284.0,UPI
PAY-636756,INV-447994,2019-03-29,1886576.8,Credit Card
PAY-241011,INV-449004,2023-04-21,1456329.2,Credit Card
PAY-877431,INV-232209,2022-01-29,2675608.2,UPI
PAY-411091,INV-468924,2021-01-09,399497.4,Cash
PAY-957042,INV-213840,2022-09-04,409849.04,Cash
PAY-659408,INV-213840,2022-07-16,456198.96,Credit Card
PAY-851461,INV-679655,2023-07-22,753497.0,Credit Card
PAY-200341,INV-465621,2023-03-27,90447.11,Bank Transfer
PAY-393426,INV-465621,2023-04-11,712966.09,Cheque
PAY-366931,INV-798661,2020-06-05,2878176.8,Credit Card
PAY-627089,INV-764902,2021-11-30,1780988.31,Bank Transfer
PAY-951383,INV-770626,2023-01-09,943150.6,UPI
PAY-520400,INV-709028,2022-06-20,1325213.6,UPI
PAY-760122,INV-296707,2022-09-25,509440.0,UPI
PAY-105712,INV-823758,2020-02-26,325531.0,Bank Transfer
PAY-389311,INV-592150,2022-11-02,2202473.2,Cheque
PAY-644479,INV-171931,2024-07-14,1658793.8,Cheque
PAY-697122,INV-866327,2023-01-28,754246.0,Cash
PAY-549538,INV-279672,2023-04-06,533511.99,Cash
PAY-908324,INV-279672,2023-05-12,1149182.81,Cash
PAY-372535,INV-279672,2023-05-19,50931.8,UPI
PAY-611727,INV-841282,2024-09-09,2963370.8,Cheque
PAY-695989,INV-767164,2021-04-12,453800.41,Credit Card
PAY-965382,INV-939041,2024-07-06,2028993.66,UPI
PAY-736812,INV-939041,2024-06-14,2456665.34,Cash
PAY-667972,INV-384082,2019-02-11,3919827.8,Bank Transfer
PAY-658304,INV-462598,2024-08-10,9655.66,Cheque
PAY-829475,INV-462598,2024-08-03,1294.74,Credit Card
PAY-954384,INV-234992,2020-08-16,3681562.4,UPI
PAY-845797,INV-559230,2020-06-17,41547.8,Bank Transfer
PAY-306460,INV-864449,2021-06-18,88181.88,Cheque
PAY-843904,INV-864449,2021-07-12,1904842.12,Bank Transfer
PAY-607169,INV-446677,2020-02-20,3368172.0,Credit Card
PAY-168099,INV-518012,2024-05-07,706031.56,Credit Card
PAY-704480,INV-518012,2024-05-31,4049582.44,Credit Card
PAY-105645,INV-448138,2024-10-25,614525.0,UPI
PAY-254752,INV-672143,2024-11-18,281901.4,Cash
PAY-291680,INV-467999,2019-11-09,1407627.59,UPI
PAY-567761,INV-467999,2019-11-02,596418.01,Cheque
PAY-480444,INV-709506,2023-03-28,1789685.0,Cheque
PAY-702723,INV-249249,2022-05-22,28593.93,Cheque
PAY-362780,INV-249249,2022-04-19,335822.07,Credit Card
PAY-542481,INV-710164,2019-06-14,1705383.0,Cash
PAY-828490,INV-169534,2020-02-18,557851.8,UPI
PAY-485588,INV-972124,2019-11-21,2916196.2,UPI
PAY-510866,INV-404872,2022-10-30,385920.17,Credit Card
PAY-744813,INV-750317,2020-04-01,3504136.2,Cheque
PAY-748458,INV-134426,2024-01-18,231336.7,Cash
PAY-812007,INV-576130,2022-09-24,383889.4,Cheque
PAY-932850,INV-925585,2023-05-04,706965.97,UPI
PAY-149700,INV-925585,2023-05-02,82603.42,UPI
PAY-108576,INV-925585,2023-05-07,668051.81,Bank Transfer
PAY-407169,INV-155123,2021-10-17,54357.82,Bank Transfer
PAY-762361,INV-500123,2021-09-04,223293.62,Cheque
PAY-224186,INV-501904,2021-11-21,1249882.39,Bank Transfer
PAY-668076,INV-459556,2024-05-13,1032562.05,Credit Card
PAY-585788,INV-459556,2024-04-13,1793204.35,Cheque
PAY-311234,INV-832101,2020-07-09,5977854.2,UPI
PAY-716605,INV-175189,2019-11-30,1125676.0,Cheque
PAY-473193,INV-571918,2019-07-24,612150.9,UPI
PAY-244304,INV-571918,2019-07-17,1472034.77,Cash
PAY-343577,INV-571918,2019-07-28,411760.93,Bank Transfer
PAY-624373,INV-885100,2024-09-09,2518194.4,Cash
PAY-473047,INV-318613,2024-03-01,1011495.8,Cheque
PAY-482795,INV-427080,2022-01-06,70490.61,Cheque
PAY-724073,INV-427080,2022-01-15,225732.28,Cash
PAY-681415,INV-427080,2022-01-14,1386491.11,Cheque
PAY-788325,INV-181963,2023-08-16,41487.6,Cash
PAY-926929,INV-720061,2020-10-30,88500.84,Cash
PAY-112178,INV-191718,2020-10-05,99276.8,Credit Card
PAY-303552,INV-661951,2021-05-18,3742966.0,Cheque
PAY-514639,INV-811684,2020-08-05,3844958.4,Cash
PAY-139043,INV-794821,2022-10-29,176135.67,Credit Card
PAY-733456,INV-505494,2020-07-19,4108898.2,UPI
PAY-771001,INV-130921,2021-06-22,2991870.91,Cheque
PAY-819331,INV-559407,2019-11-04,2035695.0,UPI
PAY-974683,INV-703272,2022-08-23,1677618.5,Bank Transfer
PAY-575551,INV-107460,2023-05-19,633825.0,Cash
PAY-191973,INV-291506,2022-05-20,2871488.0,Bank Transfer
PAY-986728,INV-299313,2023-10-06,991847.6,Bank Transfer
PAY-988548,INV-105477,2020-09-14,625096.0,Cash
PAY-268314,INV-597318,2022-12-05,1306258.8,Cash
PAY-300172,INV-212946,2019-06-26,125385.78,Cash
PAY-514354,INV-944811,2020-07-23,921147.34,Credit Card
PAY-228876,INV-944811,2020-07-29,1119127.06,Cheque
PAY-109524,INV-374044,2023-05-28,304640.0,Credit Card
PAY-297562,INV-215741,2022-03-18,9263.0,Cash
PAY-495433,INV-784599,2019-11-15,2401318.09,Cheque
PAY-581991,INV-278567,2024-06-24,196960.52,UPI
PAY-830606,INV-278567,2024-06-15,436552.08,Credit Card
PAY-376871,INV-240507,2021-09-05,562121.0,Credit Card
PAY-285961,INV-910609,2024-10-08,115275.0,Credit Card
PAY-106123,INV-452632,2024-10-10,232675.1,Credit Card
PAY-348309,INV-452236,2024-01-06,435043.0,Credit Card
PAY-617407,INV-600213,2021-02-12,2271665.0,Bank Transfer
PAY-746064,INV-724595,2021-12-24,1382032.4,Credit Card
PAY-955304,INV-671019,2024-01-03,1748619.0,UPI
PAY-626580,INV-689941,2021-12-12,1090248.36,Bank Transfer
PAY-889377,INV-291895,2023-07-05,1058349.4,Bank Transfer
PAY-737244,INV-637561,2021-08-16,332869.94,Bank Transfer
PAY-100940,INV-892515,2024-12-10,1813720.8,UPI
PAY-835010,INV-392277,2024-03-31,2256045.6,Credit Card
PAY-621967,INV-137221,2022-01-02,238605.0,Cash
PAY-629523,INV-263878,2021-06-08,162486.8,Cash
PAY-868739,INV-956810,2022-07-13,27022.0,Credit Card
PAY-340139,INV-454966,2024-11-29,606760.0,Bank Transfer
PAY-980007,INV-772919,2020-02-15,85620.8,Bank Transfer
PAY-954139,INV-786601,2024-09-07,190368.54,UPI
PAY-272142,INV-435286,2021-04-21,308912.08,Credit Card
PAY-809906,INV-587513,2024-10-09,2281505.9,Cash
PAY-879445,INV-587513,2024-11-09,435337.3,Credit Card
PAY-426039,INV-543375,2019-09-26,96972.15,UPI
PAY-738251,INV-543375,2019-10-04,1358878.25,Cheque
PAY-278224,INV-203786,2019-11-02,2231019.6,UPI
PAY-879593,INV-958658,2023-07-19,224128.0,UPI
PAY-962426,INV-774050,2023-04-25,298235.6,UPI
PAY-606880,INV-695404,2022-03-07,116032.0,Cash
PAY-874189,INV-538155,2024-01-01,2436047.0,Bank Transfer
PAY-553145,INV-227662,2021-10-28,1285384.65,UPI
PAY-239364,INV-227662,2021-10-20,1182735.0,Cheque
PAY-901236,INV-227662,2021-11-22,463560.95,Credit Card
PAY-653831,INV-447217,2023-06-14,108270.38,Cheque
PAY-478433,INV-447217,2023-07-30,14605.62,Cash
PAY-915843,INV-567941,2019-07-18,32509.0,Bank Transfer
PAY-160379,INV-848954,2019-03-16,35360.65,Cheque
PAY-301939,INV-848954,2019-03-31,19313.0,Bank Transfer
PAY-757885,INV-848954,2019-04-18,16280.35,Credit Card
PAY-694700,INV-747694,2020-08-17,1974840.4,Cheque
PAY-533379,INV-319168,2022-03-06,4683033.4,Cheque
PAY-843914,INV-654112,2024-12-04,1329783.0,Bank Transfer
PAY-819732,INV-147013,2025-01-08,543398.0,Bank Transfer
PAY-201093,INV-432803,2019-06-05,1724539.2,UPI
PAY-948339,INV-373375,2021-09-16,3558575.2,Cheque
PAY-672715,INV-283349,2019-06-27,12054.0,Credit Card
PAY-951326,INV-865785,2024-02-08,355963.47,Cash
PAY-242124,INV-865785,2024-02-16,82522.37,Cheque
PAY-363563,INV-865785,2024-02-25,112546.56,Cash
PAY-256315,INV-263654,2019-10-23,1125283.2,Cash
PAY-918144,INV-895409,2021-04-26,2186424.4,UPI
PAY-448710,INV-341799,2023-08-08,1563375.95,Cheque
PAY-987867,INV-589332,2023-06-09,706560.0,Cash
PAY-604080,INV-220849,2019-04-28,4803942.2,Cheque
PAY-857617,INV-150417,2021-07-25,4072171.6,Cash
PAY-762302,INV-159315,2019-06-05,1142979.16,Credit Card
PAY-899821,INV-342319,2023-08-04,3236386.86,UPI
PAY-746918,INV-342319,2023-08-08,728477.54,Cash
PAY-306557,INV-597743,2021-08-07,907562.34,Bank Transfer
PAY-620259,INV-349551,2025-01-06,3305864.6,Cheque
PAY-391387,INV-726634,2021-07-07,16814.66,Credit Card
PAY-485191,INV-726634,2021-08-23,6490.34,Credit Card
PAY-350518,INV-597630,2020-02-07,11434.17,Credit Card
PAY-820574,INV-382643,2021-09-12,1706260.2,Credit Card
PAY-628061,INV-911164,2023-09-29,10510.01,Credit Card
PAY-412801,INV-700232,2019-04-30,2666024.8,Credit Card
PAY-602198,INV-952635,2019-12-04,3450468.0,Cheque
PAY-552908,INV-353877,2023-12-08,1025780.84,UPI
PAY-417091,INV-708541,2022-10-22,758029.2,Bank Transfer
PAY-238946,INV-857795,2019-07-14,941064.8,Credit Card
PAY-995343,INV-309989,2020-12-31,460231.06,Cheque
PAY-535726,INV-309989,2021-01-12,660728.94,Cash
PAY-793273,INV-473703,2019-11-30,430469.19,Bank Transfer
PAY-386198,INV-473703,2019-12-15,175064.36,Cheque
PAY-942729,INV-473703,2019-12-26,683490.45,Cheque
PAY-856005,INV-961979,2023-07-17,2103983.4,Cash
PAY-512741,INV-423120,2020-01-22,1770880.0,Cheque
PAY-124841,INV-646051,2020-08-07,1679455.5,Cheque
PAY-134998,INV-573147,2022-11-02,1292046.8,Credit Card
PAY-695601,INV-535782,2023-11-12,1086668.2,Bank Transfer
PAY-801423,INV-952930,2023-08-18,1094730.4,Credit Card
PAY-881718,INV-888829,2019-05-13,1718302.0,Cash
PAY-963609,INV-819365,2022-01-18,247597.48,UPI
PAY-499453,INV-819365,2022-01-18,42389.72,Credit Card
PAY-903823,INV-686720,2022-11-07,335857.03,Cheque
PAY-526567,INV-224101,2024-03-20,4106897.0,Credit Card
PAY-145268,INV-128061,2020-12-17,802830.6,UPI
PAY-532544,INV-777409,2020-08-10,64008.03,Cheque
PAY-368595,INV-274580,2021-11-16,1115693.0,Bank Transfer
PAY-277226,INV-529067,2024-03-02,232778.93,Credit Card
PAY-779475,INV-765009,2024-04-08,492537.8,Credit Card
PAY-222959,INV-691608,2022-10-28,1282560.0,UPI
PAY-326461,INV-879118,2025-01-05,733785.65,Bank Transfer
PAY-962520,INV-341194,2020-09-11,709908.2,Bank Transfer
PAY-858853,INV-407953,2022-05-22,362885.4,Cheque
PAY-224229,INV-475125,2023-05-26,2623030.94,Credit Card
PAY-534662,INV-103683,2024-07-31,46405.23,Cash
PAY-292684,INV-103683,2024-07-16,465489.17,Bank Transfer
PAY-807698,INV-884803,2019-05-10,111776.37,UPI
PAY-985765,INV-396090,2023-11-27,1227.2,UPI
PAY-967546,INV-192460,2019-09-09,1863601.11,UPI
PAY-753150,INV-697154,2023-10-29,3651225.8,Cash
PAY-937104,INV-203065,2024-04-29,203776.0,Cheque
PAY-650158,INV-346139,2024-06-22,482681.8,Credit Card
PAY-828926,INV-939272,2019-11-21,569553.0,Bank Transfer
PAY-759415,INV-592794,2024-04-07,3129185.46,Cheque
PAY-262612,INV-592794,2024-03-24,346910.74,Cash
PAY-226829,INV-877618,2024-04-09,399888.8,Credit Card
PAY-396192,INV-877618,2024-04-04,1038878.87,Bank Transfer
PAY-899544,INV-877618,2024-03-29,885531.53,Cash
PAY-983938,INV-224104,2022-10-16,1498062.2,UPI
PAY-590056,INV-154819,2020-09-11,2838.48,Bank Transfer
PAY-724565,INV-154819,2020-08-22,6011.52,Cheque
PAY-173290,INV-859946,2020-04-07,1234254.0,Bank Transfer
PAY-628692,INV-867428,2020-08-27,121975.76,Cash
PAY-795329,INV-303329,2019-02-15,802066.61,Cheque
PAY-496225,INV-758965,2023-02-06,2273668.0,UPI
PAY-248491,INV-665214,2021-05-25,1700677.0,Cheque
PAY-814178,INV-295118,2023-02-14,5041.15,Cheque
PAY-839384,INV-295118,2023-01-27,9362.72,UPI
PAY-772935,INV-295118,2023-02-12,995.14,Bank Transfer
PAY-592397,INV-816635,2019-10-24,726026.4,Credit Card
PAY-329822,INV-436801,2023-08-06,924416.0,Cash
PAY-250275,INV-913368,2021-06-24,2236310.2,Bank Transfer
PAY-881645,INV-877633,2024-08-04,2282472.2,Credit Card
PAY-281704,INV-783277,2023-02-12,1123502.69,Cheque
PAY-117600,INV-258248,2019-07-29,5008594.2,Cheque
PAY-803230,INV-490707,2021-06-09,3747052.2,Cheque
PAY-535612,INV-346125,2022-03-22,295273.2,Credit Card
PAY-984750,INV-915714,2020-06-20,3824982.4,Cash
PAY-551131,INV-107980,2020-04-06,968498.6,Credit Card
PAY-698846,INV-507008,2021-10-02,267384.4,Credit Card
PAY-458275,INV-646112,2022-01-17,42093.89,Bank Transfer
PAY-304757,INV-735482,2021-12-23,868477.0,Bank Transfer
PAY-480273,INV-993457,2024-05-26,829703.79,Cash
PAY-952628,INV-993457,2024-05-19,2066047.21,Cash
PAY-225989,INV-908126,2024-09-03,64359.37,Credit Card
PAY-352132,INV-908126,2024-09-12,326402.63,Credit Card
PAY-689209,INV-199982,2022-02-25,2437351.4,Cash
PAY-665416,INV-253139,2020-09-14,1321421.11,UPI
PAY-797165,INV-182420,2021-01-15,412765.8,Bank Transfer
PAY-284722,INV-436639,2020-03-23,708766.4,Bank Transfer
PAY-665318,INV-491577,2023-09-19,444556.0,Cheque
PAY-522611,INV-882446,2019-06-13,1769986.4,Cash
PAY-306164,INV-738594,2024-03-13,1187589.0,Credit Card
PAY-660111,INV-925537,2022-02-28,3622435.6,UPI
PAY-146087,INV-861938,2021-03-16,15404.53,Cheque
PAY-575303,INV-302048,2020-03-30,4968787.0,Bank Transfer
PAY-417111,INV-337715,2020-02-24,648125.18,UPI
PAY-212067,INV-983979,2020-07-04,407105.0,UPI
PAY-460378,INV-117571,2023-04-03,2347352.6,Bank Transfer
PAY-168031,INV-978764,2024-09-07,1615205.73,Cheque
PAY-261704,INV-770859,2022-05-04,496451.0,Cheque
PAY-285785,INV-141529,2024-06-14,1182723.0,Cheque
PAY-477137,INV-704140,2023-06-26,702698.8,Bank Transfer
PAY-792984,INV-973791,2024-12-14,73743.06,Cheque
PAY-452445,INV-110119,2022-06-17,1099567.2,Credit Card
PAY-884812,INV-285817,2022-06-07,3092994.0,Cheque
PAY-326582,INV-954009,2019-10-04,519910.29,Bank Transfer
PAY-237924,INV-954009,2019-08-19,1070057.51,Bank Transfer
PAY-982899,INV-327241,2020-10-18,2916979.2,Bank Transfer
PAY-215764,INV-957362,2023-12-27,2080186.52,Bank Transfer
PAY-236155,INV-216601,2022-07-20,34863.44,Credit Card
PAY-820871,INV-887620,2020-12-31,538300.6,Cheque
PAY-454939,INV-887620,2020-12-29,81545.27,Credit Card
PAY-211181,INV-887620,2021-01-17,90214.12,Credit Card
PAY-988811,INV-187127,2020-09-19,2870147.6,Credit Card
PAY-519601,INV-126972,2021-02-01,2350879.0,Cheque
PAY-814751,INV-648463,2020-08-10,22287.63,Cash
PAY-390011,INV-648463,2020-08-05,1345096.57,Bank Transfer
PAY-134969,INV-262916,2022-11-15,230215.8,Credit Card
PAY-628337,INV-744823,2021-04-25,2561128.01,Cheque
PAY-223571,INV-744823,2021-04-30,2193687.99,UPI
PAY-672309,INV-211451,2020-06-18,882723.2,UPI
PAY-379904,INV-346880,2024-03-11,5377947.2,Credit Card
PAY-666811,INV-234584,2024-11-25,263838.38,Cash
PAY-318938,INV-173978,2023-10-05,843761.4,UPI
PAY-838561,INV-260373,2022-10-17,538368.0,Cheque
PAY-520851,INV-502386,2020-02-18,725879.56,Credit Card
PAY-513882,INV-124253,2019-08-28,1853723.6,Bank Transfer
PAY-776874,INV-270144,2019-03-18,2020674.18,Cash
PAY-186619,INV-698431,2020-10-09,2538758.0,Cash
PAY-973267,INV-544164,2024-04-01,475400.52,Cheque
PAY-678543,INV-544164,2024-04-21,326188.28,Cash
PAY-460883,INV-311783,2019-02-14,4377.24,Cheque
PAY-351445,INV-389932,2022-02-02,63150.99,Credit Card
PAY-896709,INV-159112,2020-08-11,287607.47,UPI
PAY-268039,INV-847990,2022-03-01,2548.8,Cheque
PAY-295607,INV-625127,2022-09-05,391233.0,Bank Transfer
PAY-539578,INV-525327,2020-03-20,1404963.66,UPI
PAY-190750,INV-525327,2020-02-27,765085.94,Cheque
PAY-486127,INV-712222,2023-04-06,280527.83,Bank Transfer
PAY-697842,INV-424477,2021-06-09,10584.6,Cash
PAY-790228,INV-925709,2021-09-20,3370241.4,Cheque
PAY-697587,INV-936840,2020-03-30,775771.2,Cheque
PAY-407614,INV-836378,2023-07-25,320156.03,Credit Card
PAY-533443,INV-836378,2023-08-24,821168.77,Bank Transfer
PAY-245077,INV-730878,2023-10-13,967672.8,Bank Transfer
PAY-193146,INV-336651,2023-03-27,770004.73,Bank Transfer
PAY-640873,INV-336651,2023-03-11,26283.07,Cheque
PAY-195417,INV-617860,2023-04-01,577086.08,Credit Card
PAY-926946,INV-945541,2021-01-29,534670.25,Cash
PAY-955138,INV-945541,2021-03-05,50640.95,Cash
PAY-394980,INV-656760,2022-08-02,3609754.6,Bank Transfer
PAY-887314,INV-388709,2019-04-30,1052875.39,Bank Transfer
PAY-803199,INV-388709,2019-04-24,776872.12,Cheque
PAY-893464,INV-388709,2019-05-03,1257627.49,Cheque
PAY-188583,INV-554288,2020-12-27,43264.0,Credit Card
PAY-183094,INV-846249,2022-03-08,2065442.2,Bank Transfer
PAY-331023,INV-280675,2021-03-11,3283674.4,Credit Card
PAY-741710,INV-422693,2020-09-29,317505.0,UPI
PAY-148488,INV-226536,2022-02-05,2199628.4,Credit Card
PAY-716772,INV-861547,2020-05-11,2550846.0,Cash
PAY-399890,INV-457302,2020-01-20,1157925.8,Bank Transfer
PAY-752791,INV-406662,2021-12-22,1291648.0,UPI
PAY-830340,INV-957815,2022-01-14,412698.6,Cash
PAY-669749,INV-548669,2019-03-08,295254.1,Cheque
PAY-152252,INV-618503,2022-06-24,1473573.8,Cheque
PAY-559909,INV-216297,2023-11-14,1261712.0,UPI
PAY-394168,INV-839389,2020-07-17,1523696.94,Bank Transfer
PAY-425384,INV-839389,2020-07-28,15790.46,Cash
PAY-498787,INV-433699,2019-06-25,2606683.4,Credit Card
PAY-706288,INV-752883,2022-07-07,99522.26,Cash
PAY-639147,INV-434812,2019-11-19,662272.0,Cash
PAY-954652,INV-999969,2021-02-17,1382129.2,UPI
PAY-971759,INV-693518,2023-08-13,288050.0,Credit Card
PAY-654783,INV-181878,2021-02-02,1561217.2,Credit Card
PAY-275334,INV-332322,2022-04-17,954074.0,Cash
PAY-412999,INV-512992,2024-08-14,458213.91,UPI
PAY-320332,INV-953996,2024-11-03,789437.77,Cheque
PAY-222248,INV-422769,2019-03-16,194688.0,Cash
PAY-834919,INV-667514,2019-12-21,2412277.67,Cash
PAY-191635,INV-667514,2020-01-12,925345.33,Credit Card
PAY-551000,INV-845553,2020-11-20,231011.69,Credit Card
PAY-414357,INV-845553,2020-11-04,107212.41,Credit Card
PAY-564125,INV-845553,2020-12-03,1476865.49,Credit Card
PAY-622618,INV-349228,2020-08-02,6051279.8,Cheque
PAY-653823,INV-847826,2025-01-30,2211033.2,UPI
PAY-145655,INV-265047,2021-10-29,1024212.56,Cheque
PAY-803913,INV-689759,2022-03-08,2223897.0,Credit Card
PAY-315175,INV-483045,2023-08-23,2088417.0,Credit Card
PAY-648103,INV-301337,2020-02-20,535898.34,Cash
PAY-633608,INV-115303,2023-05-15,2991104.0,UPI
PAY-496341,INV-365730,2024-12-10,1038238.0,Cash
PAY-257771,INV-821883,2023-07-06,2110594.79,Bank Transfer
PAY-551705,INV-161728,2024-11-24,91710.7,Bank Transfer
PAY-219175,INV-161728,2024-12-28,706993.3,Cheque
PAY-905777,INV-971924,2024-11-17,23177.99,Bank Transfer
PAY-229858,INV-971924,2024-10-23,204906.01,Cheque
PAY-394695,INV-420635,2020-12-13,890038.2,Cheque
PAY-949686,INV-170442,2023-03-21,641718.0,UPI
PAY-289462,INV-175132,2024-10-29,2053.2,Credit Card
PAY-146404,INV-229233,2021-08-02,2318177.0,Bank Transfer
PAY-943514,INV-887632,2024-07-24,209035.52,Cheque
PAY-530673,INV-943907,2023-06-19,741692.0,Cheque
PAY-605121,INV-274312,2021-02-11,1030048.2,Bank Transfer
PAY-664218,INV-907917,2020-02-17,459264.0,Bank Transfer
PAY-493777,INV-369304,2023-04-26,829659.65,Cash
PAY-399145,INV-369304,2023-05-10,712928.18,Cheque
PAY-874884,INV-369304,2023-04-21,315515.37,Cheque
PAY-983431,INV-309864,2024-10-17,2274610.6,Bank Transfer
PAY-970185,INV-364346,2021-08-17,606799.6,Cash
PAY-208540,INV-875129,2021-11-03,579751.2,UPI
PAY-887500,INV-834595,2019-06-15,4041090.0,Credit Card
PAY-508508,INV-109131,2023-01-10,1428119.2,Bank Transfer
PAY-878493,INV-415885,2024-02-18,836480.26,UPI
PAY-404282,INV-360608,2024-04-05,1591473.4,Credit Card
PAY-908667,INV-394359,2021-11-23,1473779.0,Credit Card
PAY-237369,INV-857148,2021-05-24,2676228.5,UPI
PAY-461424,INV-857148,2021-06-17,352068.5,Cheque
PAY-301102,INV-762173,2020-11-06,3440303.63,UPI
PAY-521943,INV-184782,2022-12-10,106733.89,Cheque
PAY-761587,INV-837150,2020-05-09,1312259.2,Cheque
PAY-988342,INV-311307,2022-03-02,684047.0,Cash
PAY-446067,INV-944961,2021-08-05,867197.0,UPI
PAY-584261,INV-297385,2021-03-24,65920.0,Credit Card
PAY-645849,INV-799514,2021-11-29,2645047.0,Cash
PAY-117802,INV-586459,2020-11-02,4348395.2,Cheque
PAY-364807,INV-573192,2021-07-09,2712828.2,Cheque
PAY-715307,INV-964889,2025-01-20,454153.57,Credit Card
PAY-519519,INV-302477,2024-08-22,188983.15,Cheque
PAY-491820,INV-227576,2023-06-19,2841310.8,Cheque
PAY-842511,INV-322887,2019-08-02,702026.29,Cash
PAY-739588,INV-615671,2021-05-03,2906165.5,Cheque
PAY-420679,INV-696156,2024-10-05,1232486.4,Cheque
PAY-228915,INV-470159,2020-01-20,2624316.8,Cheque
PAY-693569,INV-685434,2022-10-24,4696228.0,Bank Transfer
PAY-860661,INV-720357,2020-09-17,1001235.0,Cash
PAY-900615,INV-996186,2020-03-07,754898.84,Cheque
PAY-825224,INV-597667,2019-06-21,1055130.2,Credit Card
PAY-706875,INV-428912,2025-01-08,747731.03,Cheque
PAY-201041,INV-879508,2024-12-31,1352088.8,Cheque
PAY-985187,INV-485727,2019-09-20,484202.4,UPI
PAY-500679,INV-601055,2024-08-17,407693.5,UPI
PAY-780992,INV-488076,2023-05-02,764747.09,Cash
PAY-354692,INV-488076,2023-05-26,171043.11,Bank Transfer
PAY-666877,INV-217030,2023-08-31,246627.57,Cheque
PAY-334362,INV-217030,2023-10-10,516199.43,Cash
PAY-560763,INV-452583,2020-01-28,1098972.2,Cheque
PAY-998475,INV-246092,2021-08-18,378799.66,Bank Transfer
PAY-664178,INV-246092,2021-09-05,49954.54,Bank Transfer
PAY-234816,INV-261324,2021-02-05,1301274.96,Bank Transfer
PAY-369909,INV-756163,2020-04-15,2508201.19,Credit Card
PAY-388918,INV-756163,2020-03-16,2139818.01,Bank Transfer
PAY-252497,INV-448339,2023-05-31,1925504.75,Cash
PAY-361012,INV-575800,2021-07-10,1058651.0,Cheque
PAY-586303,INV-153696,2025-01-12,434327.57,Cheque
