so_id,order_quantity,order_line_count,order_sales_value,unique_products,order_value_category
SO-607958,100,10,2120467.4,8,Very High
SO-608111,47,6,412765.8,5,Very High
SO-608114,117,11,1760044.0,7,Very High
SO-608135,49,6,1226642.2,6,Very High
SO-608203,89,10,2346803.0,9,Very High
SO-608229,103,11,4210252.6,9,Very High
SO-608240,88,7,1740958.0,6,Very High
SO-608247,118,11,3329492.0,9,Very High
SO-608255,57,8,1618161.4,6,Very High
SO-608305,42,3,3912320.0,3,Very High
SO-608318,61,6,551750.6,5,Very High
SO-608381,78,6,674278.8,5,Very High
SO-608405,17,3,794884.0,3,Very High
SO-608487,12,2,538368.0,2,Very High
SO-608489,12,2,318208.0,2,Very High
SO-608579,103,7,2943251.6,6,Very High
SO-608589,109,11,4072917.8,11,Very High
SO-608604,11,2,114880.0,2,Very High
SO-608678,41,3,2451328.0,3,Very High
SO-608695,62,9,2345786.6,9,Very High
SO-608800,61,6,1699482.8,4,Very High
SO-608845,19,2,39634.0,2,High
SO-608881,13,2,55333.6,2,Very High
SO-608958,4,1,86528.0,1,Very High
SO-608990,28,2,196634.0,2,Very High
SO-609126,6,1,168192.0,1,Very High
SO-609130,52,5,633314.6,5,Very High
SO-609143,22,3,1691981.0,3,Very High
SO-609168,3,1,1840.8,1,Low
SO-609183,42,5,1005824.0,5,Very High
SO-609196,59,6,1696851.0,6,Very High
SO-609273,19,1,32509.0,1,High
SO-609293,107,10,8586100.0,8,Very High
SO-609343,78,6,2220341.2,5,Very High
SO-609355,68,6,3008510.0,5,Very High
SO-609387,32,3,1239744.0,3,Very High
SO-609408,5,1,254720.0,1,Very High
SO-609463,137,12,1094151.8,9,Very High
SO-609471,148,12,4225658.8,11,Very High
SO-609553,18,2,589291.0,2,Very High
SO-609570,30,3,241089.2,3,Very High
SO-609628,24,3,152580.0,2,Very High
SO-609669,12,2,66057.0,2,Very High
SO-609722,9,2,124544.0,2,Very High
SO-609744,37,2,80299.0,2,Very High
SO-609778,122,11,4352899.6,9,Very High
SO-609798,35,5,1426854.6,5,Very High
SO-609852,6,1,15930.0,1,High
SO-609881,123,11,1732645.0,9,Very High
SO-609887,37,4,2013459.6,4,Very High
SO-609899,43,5,799049.0,5,Very High
SO-609943,148,12,2195116.2,12,Very High
SO-609968,130,12,4952487.0,10,Very High
SO-609974,13,1,8897.2,1,Medium
SO-610035,95,9,2707888.4,8,Very High
SO-610104,61,4,3843836.6,3,Very High
SO-610174,86,10,2219420.6,9,Very High
SO-610220,49,5,451309.0,4,Very High
SO-610333,44,5,1932809.0,5,Very High
SO-610373,13,1,1389440.0,1,Very High
SO-610471,2,1,101888.0,1,Very High
SO-610519,67,6,1664117.4,5,Very High
SO-610532,52,4,2067321.0,4,Very High
SO-610571,132,11,2825784.6,10,Very High
SO-610600,73,6,242915.0,6,Very High
SO-610613,81,10,979380.4,8,Very High
SO-610702,67,6,2336865.6,6,Very High
SO-610726,109,11,1909981.0,9,Very High
SO-610736,53,4,1161737.6,3,Very High
SO-610789,32,4,987782.0,4,Very High
SO-610793,94,6,2486356.0,6,Very High
SO-610810,26,2,199361.0,2,Very High
SO-610825,82,5,132407.8,4,Very High
SO-610943,28,3,215296.0,2,Very High
SO-611245,40,3,489295.0,3,Very High
SO-611262,90,10,1703936.2,10,Very High
SO-611269,126,12,2513626.2,11,Very High
SO-611300,33,3,1078036.8,3,Very High
SO-611380,62,9,436129.4,8,Very High
SO-611444,76,8,1138347.0,6,Very High
SO-611448,94,7,2387950.0,6,Very High
SO-611501,70,12,857151.0,9,Very High
SO-611537,85,7,6565388.0,5,Very High
SO-611637,88,8,4917113.8,8,Very High
SO-611732,48,4,620417.8,4,Very High
SO-611833,95,10,2295776.8,9,Very High
SO-611865,136,12,2033726.2,12,Very High
SO-611991,51,5,1160117.0,3,Very High
SO-612122,101,8,2915308.0,7,Very High
SO-612165,15,1,420480.0,1,Very High
SO-612256,38,3,347751.0,3,Very High
SO-612281,78,7,1885536.4,7,Very High
SO-612292,59,5,681862.0,5,Very High
SO-612306,104,11,3023543.6,8,Very High
SO-612330,113,9,916510.6,8,Very High
SO-612333,64,6,235126.6,5,Very High
SO-612340,52,4,717004.0,4,Very High
SO-612400,71,6,3311459.6,5,Very High
SO-612424,116,10,1595733.2,8,Very High
SO-612459,8,1,96288.0,1,Very High
SO-612567,148,12,2199628.4,10,Very High
SO-612590,130,12,3777195.4,9,Very High
SO-612594,109,10,3233113.0,8,Very High
SO-612600,18,3,193619.0,3,Very High
SO-612618,25,3,1348352.0,3,Very High
SO-612769,83,9,754493.2,8,Very High
SO-612771,24,2,309692.0,2,Very High
SO-612814,142,11,5301528.6,10,Very High
SO-612896,111,12,1756603.2,10,Very High
SO-612904,24,3,333238.4,2,Very High
SO-612907,126,11,3361716.0,11,Very High
SO-612957,24,4,180221.0,4,Very High
SO-612972,108,8,3530090.6,7,Very High
SO-613007,59,9,399740.2,9,Very High
SO-613015,62,6,2105418.2,5,Very High
SO-613081,23,3,1422592.0,3,Very High
SO-613087,18,1,216648.0,1,Very High
SO-613112,7,1,11977.0,1,High
SO-613145,152,12,2855173.4,7,Very High
SO-613149,102,11,1603351.0,10,Very High
SO-613183,131,12,2634261.4,12,Very High
SO-613215,71,7,1441320.0,6,Very High
SO-613237,106,10,2680079.4,9,Very High
SO-613260,153,10,4751532.0,9,Very High
SO-613301,1,1,9263.0,1,Medium
SO-613325,55,6,1853907.6,6,Very High
SO-613383,103,10,1026050.0,8,Very High
SO-613422,42,4,274058.8,4,Very High
SO-613456,90,7,852403.6,7,Very High
SO-613532,19,1,1123584.0,1,Very High
SO-613559,2,1,43264.0,1,High
SO-613574,60,6,978806.6,5,Very High
SO-613581,97,7,4491630.0,7,Very High
SO-613587,125,12,3921339.8,8,Very High
SO-613606,122,11,4044780.4,10,Very High
SO-613632,17,1,29087.0,1,High
SO-613688,53,6,3204905.0,5,Very High
SO-613710,26,4,1127962.0,4,Very High
SO-613733,115,10,2519843.8,10,Very High
SO-613776,30,3,567522.6,3,Very High
SO-613778,116,12,1634396.6,9,Very High
SO-613794,88,7,873567.4,6,Very High
SO-613850,51,6,2251316.2,5,Very High
SO-613982,50,4,826021.0,4,Very High
SO-614095,54,6,1088392.0,6,Very High
SO-614174,47,4,2221953.0,4,Very High
SO-614224,128,11,1859567.0,10,Very High
SO-614236,73,6,1268456.0,5,Very High
SO-614311,76,6,929984.0,5,Very High
SO-614357,84,7,900532.4,7,Very High
SO-614420,23,2,618077.6,2,Very High
SO-614477,86,8,961635.0,6,Very High
SO-614587,57,5,384065.0,5,Very High
SO-614601,24,4,1463394.0,4,Very High
SO-614612,71,6,981819.2,5,Very High
SO-614653,143,12,3083657.8,9,Very High
SO-614841,68,5,1287195.0,4,Very High
SO-614869,29,5,522886.0,5,Very High
SO-614892,81,7,1861860.2,6,Very High
SO-614928,86,9,1469540.4,8,Very High
SO-614979,59,7,668383.4,6,Very High
SO-615043,12,1,423936.0,1,Very High
SO-615047,50,7,653067.0,5,Very High
SO-615077,31,4,91473.6,4,Very High
SO-615166,40,5,477799.0,5,Very High
SO-615175,83,6,2082708.0,6,Very High
SO-615186,97,9,6361508.0,7,Very High
SO-615207,117,11,3461492.8,8,Very High
SO-615290,14,1,232064.0,1,Very High
SO-615437,119,12,4575458.4,10,Very High
SO-615466,6,2,94814.0,2,Very High
SO-615491,32,5,191926.4,4,Very High
SO-615592,25,2,18172.0,2,High
SO-615614,131,10,2696703.2,9,Very High
SO-615663,147,11,5663883.0,10,Very High
SO-615693,16,1,229376.0,1,Very High
SO-615697,120,10,6088870.8,8,Very High
SO-615746,104,7,5168905.0,6,Very High
SO-615756,28,2,420161.0,2,Very High
SO-615796,55,4,553986.0,4,Very High
SO-615811,116,12,4188137.6,8,Very High
SO-615831,89,7,1950040.0,6,Very High
SO-615872,58,5,1622090.0,5,Very High
SO-615943,57,6,1494144.0,6,Very High
SO-615990,23,2,107203.0,1,Very High
SO-616011,162,12,5973471.4,10,Very High
SO-616054,67,7,1113750.6,7,Very High
SO-616103,90,9,1134027.0,9,Very High
SO-616186,22,2,269934.4,2,Very High
SO-616255,72,9,1885407.6,8,Very High
SO-616327,113,10,1015487.0,8,Very High
SO-616357,159,12,6105278.2,10,Very High
SO-616430,127,10,1420701.6,9,Very High
SO-616461,1,1,44672.0,1,High
SO-616471,7,1,18585.0,1,High
SO-616489,98,9,2496695.2,7,Very High
SO-616496,90,8,1203616.0,8,Very High
SO-616502,51,3,1350506.0,3,Very High
SO-616530,96,11,2929471.6,10,Very High
SO-616634,42,4,165518.6,3,Very High
SO-616650,131,12,1227249.0,12,Very High
SO-616679,112,9,6562757.0,8,Very High
SO-616715,134,10,2991310.4,8,Very High
SO-616910,17,1,367744.0,1,Very High
SO-616923,72,8,827864.6,7,Very High
SO-616924,28,4,89581.6,4,Very High
SO-616949,72,9,1369969.0,8,Very High
SO-616950,63,6,1967469.0,6,Very High
SO-616952,87,10,1537261.6,8,Very High
SO-617013,138,11,4372061.8,9,Very High
SO-617121,117,10,1975649.2,10,Very High
SO-617137,84,8,1127398.0,7,Very High
SO-617138,15,1,670080.0,1,Very High
SO-617219,32,3,349611.6,3,Very High
SO-617257,108,11,3287685.6,9,Very High
SO-617341,156,10,1200189.2,9,Very High
SO-617346,8,1,357376.0,1,Very High
SO-617370,20,2,1712534.4,2,Very High
SO-617390,47,5,1182516.0,4,Very High
SO-617442,106,11,1220589.0,7,Very High
SO-617518,133,11,761116.2,8,Very High
SO-617580,5,1,3422.0,1,Low
SO-617615,76,7,1121871.6,5,Very High
SO-617656,50,6,162775.2,5,Very High
SO-617693,97,9,4069941.6,9,Very High
SO-617740,80,8,2052486.0,7,Very High
SO-617778,94,11,1097033.0,10,Very High
SO-617800,25,2,378560.0,2,Very High
SO-617862,82,7,2429160.4,6,Very High
SO-617954,81,8,1504942.2,6,Very High
SO-617956,20,1,62720.0,1,Very High
SO-618059,20,1,2137600.0,1,Very High
SO-618078,60,5,2108608.0,5,Very High
SO-618089,5,1,7375.0,1,Medium
SO-618151,63,7,599159.2,7,Very High
SO-618178,165,12,3184629.0,7,Very High
SO-618188,80,6,1116216.0,6,Very High
SO-618308,30,2,1268608.0,2,Very High
SO-618366,2,1,26368.0,1,High
SO-618379,96,10,1882184.8,8,Very High
SO-618417,38,3,370048.0,3,Very High
SO-618549,72,4,868477.0,4,Very High
SO-618603,42,5,949985.4,4,Very High
SO-618616,19,1,967936.0,1,Very High
SO-618629,27,4,24532.2,3,High
SO-618670,7,1,219520.0,1,Very High
SO-618692,74,7,2748388.0,7,Very High
SO-618723,143,11,7651178.6,7,Very High
SO-618732,137,12,6695301.0,10,Very High
SO-618807,75,8,1894952.0,7,Very High
SO-618857,27,3,1189109.4,3,Very High
SO-618893,43,5,1379372.0,5,Very High
SO-618984,54,6,1098972.2,5,Very High
SO-619010,7,1,312704.0,1,Very High
SO-619114,26,4,931608.6,4,Very High
SO-619165,72,7,1054381.0,7,Very High
SO-619266,3,1,177408.0,1,Very High
SO-619305,115,11,1548612.8,10,Very High
SO-619307,105,11,5709083.2,9,Very High
SO-619356,124,12,3573720.8,12,Very High
SO-619384,41,5,206344.0,5,Very High
SO-619419,143,11,3730314.6,7,Very High
SO-619442,80,8,2122389.0,8,Very High
SO-619475,71,7,1986182.4,7,Very High
SO-619496,127,12,5051313.0,11,Very High
SO-619498,85,8,2758278.6,7,Very High
SO-619524,148,12,4758769.6,10,Very High
SO-619526,100,11,2019031.2,11,Very High
SO-619599,87,9,1212341.6,9,Very High
SO-619616,89,9,1470987.8,8,Very High
SO-619642,131,11,1074547.0,9,Very High
SO-619673,128,11,1137486.8,8,Very High
SO-619678,114,12,5306149.6,11,Very High
SO-619732,16,4,55734.0,4,Very High
SO-619777,64,5,1336765.4,5,Very High
SO-619796,20,3,477317.0,2,Very High
SO-619830,65,7,886643.8,5,Very High
SO-619872,63,6,1825011.0,6,Very High
SO-619922,63,6,1172382.0,5,Very High
SO-619947,115,10,2806995.0,8,Very High
SO-619948,3,1,1699.2,1,Low
SO-619957,42,3,1018935.8,3,Very High
SO-619974,25,2,329600.0,1,Very High
SO-620031,147,11,3713676.0,8,Very High
SO-620282,95,7,3265987.2,6,Very High
SO-620325,83,7,1100764.0,5,Very High
SO-620332,27,3,160199.2,3,Very High
SO-620352,57,6,1716864.0,6,Very High
SO-620386,73,10,1324776.0,8,Very High
SO-620399,126,10,1073559.0,9,Very High
SO-620437,39,3,825271.8,3,Very High
SO-620460,62,6,1635527.0,5,Very High
SO-620500,90,10,1635375.4,9,Very High
SO-620534,94,9,2176523.6,9,Very High
SO-620542,1,1,35328.0,1,High
SO-620680,33,3,702128.0,3,Very High
SO-620686,123,12,2226200.6,9,Very High
SO-620703,45,6,4601942.4,5,Very High
SO-620765,55,5,327683.0,4,Very High
SO-620816,68,10,1224920.6,10,Very High
SO-620831,68,5,1205564.0,5,Very High
SO-620842,57,7,394198.6,6,Very High
SO-620869,48,4,716408.0,4,Very High
SO-620908,50,6,971656.4,6,Very High
SO-620936,68,5,2133221.0,5,Very High
SO-620955,76,6,3397888.0,5,Very High
SO-620965,20,2,107165.0,2,Very High
SO-620993,73,10,3633712.6,9,Very High
SO-621040,44,5,2513000.2,4,Very High
SO-621048,115,12,1907885.2,11,Very High
SO-621053,87,9,1172858.2,8,Very High
SO-621064,104,8,2355906.8,8,Very High
SO-621079,46,6,773076.2,6,Very High
SO-621092,84,10,896465.6000000001,7,Very High
SO-621107,53,6,2538714.0,5,Very High
SO-621192,74,6,1216579.2,5,Very High
SO-621333,38,4,1011733.0,4,Very High
SO-621344,16,1,74576.0,1,Very High
SO-621364,124,12,1703958.8,11,Very High
SO-621372,14,2,138731.0,2,Very High
SO-621408,59,8,2134017.0,8,Very High
SO-621482,139,12,4335894.0,11,Very High
SO-621540,114,9,1634733.8,8,Very High
SO-621541,45,5,946868.0,5,Very High
SO-621616,16,2,2138752.0,2,Very High
SO-621630,75,5,4457882.0,5,Very High
SO-621654,67,8,1205889.0,6,Very High
SO-621689,12,2,10584.6,2,High
SO-621709,73,7,726554.0,6,Very High
SO-621763,81,8,1816055.8,8,Very High
SO-621768,120,12,2274610.6,12,Very High
SO-621848,68,7,3375360.0,6,Very High
SO-621853,55,5,1265667.0,5,Very High
SO-621893,86,7,704792.8,5,Very High
SO-621902,85,8,2915291.0,6,Very High
SO-622070,29,2,75520.0,2,Very High
SO-622111,73,8,3323941.2,6,Very High
SO-622122,84,9,1582304.0,7,Very High
SO-622131,74,8,1318504.0,8,Very High
SO-622177,124,11,6037015.0,9,Very High
SO-622211,69,5,513434.2,5,Very High
SO-622285,82,7,783866.4,7,Very High
SO-622307,47,4,470127.0,4,Very High
SO-622336,73,9,2044968.0,7,Very High
SO-622341,64,6,1543320.8,6,Very High
SO-622343,112,11,7187450.0,8,Very High
SO-622383,121,11,4228850.0,8,Very High
SO-622385,51,4,1175680.0,4,Very High
SO-622411,92,10,1853693.0,9,Very High
SO-622421,105,12,368673.8,9,Very High
SO-622426,124,11,1754510.0,9,Very High
SO-622501,85,9,1658500.2,8,Very High
SO-622528,121,12,2177607.2,11,Very High
SO-622591,126,12,3977780.4,11,Very High
SO-622744,130,10,4428240.2,8,Very High
SO-622751,20,2,433664.0,2,Very High
SO-622755,116,10,1897499.4,10,Very High
SO-622769,36,3,661306.0,3,Very High
SO-622771,48,4,916466.0,4,Very High
SO-622834,36,4,1343762.0,3,Very High
SO-622866,72,7,524633.8,7,Very High
SO-622970,8,1,4531.2,1,Low
SO-622988,92,9,3517731.2,7,Very High
SO-623050,103,10,1514663.2,10,Very High
SO-623104,69,7,1037896.4,7,Very High
SO-623142,118,11,2390980.0,11,Very High
SO-623169,44,4,801588.8,4,Very High
SO-623195,32,2,718976.0,2,Very High
SO-623200,74,5,822077.4,5,Very High
SO-623216,120,11,3902727.8,9,Very High
SO-623240,48,5,375952.0,4,Very High
SO-623320,10,1,591360.0,1,Very High
SO-623324,87,9,1253009.4,7,Very High
SO-623328,73,5,774330.2,5,Very High
SO-623340,84,10,1710384.0,7,Very High
SO-623363,67,11,2325111.0,10,Very High
SO-623367,88,8,1859153.0,8,Very High
SO-623395,26,2,952448.0,2,Very High
SO-623426,63,7,732181.6,6,Very High
SO-623435,37,5,266809.8,4,Very High
SO-623470,44,5,390372.0,5,Very High
SO-623496,112,11,3148471.0,9,Very High
SO-623545,86,8,2312974.8,8,Very High
SO-623579,39,4,490512.0,3,Very High
SO-623581,65,6,1833279.0,6,Very High
SO-623591,118,11,3137521.2,9,Very High
SO-623644,63,5,1105769.0,5,Very High
SO-623647,78,7,3823899.8,6,Very High
SO-623692,104,11,2068416.5999999999,10,Very High
SO-623752,66,8,1166570.0,7,Very High
SO-623797,59,7,2626944.0,6,Very High
SO-623813,141,11,1685045.4,9,Very High
SO-623823,48,4,85756.8,2,Very High
SO-623828,137,12,3396219.0,12,Very High
SO-623869,40,5,968811.0,5,Very High
SO-623878,31,3,236804.2,3,Very High
SO-623975,21,2,1069824.0,1,Very High
SO-624026,12,1,6796.8,1,Medium
SO-624096,64,9,1055250.8,8,Very High
SO-624121,118,11,4141095.4,10,Very High
SO-624163,67,6,1178987.4,6,Very High
SO-624194,77,8,470663.8,7,Very High
SO-624208,15,1,286080.0,1,Very High
SO-624245,70,7,1004161.4,7,Very High
SO-624249,99,9,1961144.8,8,Very High
SO-624260,17,2,202697.0,2,Very High
SO-624261,38,2,2374912.0,2,Very High
SO-624288,113,10,5861824.0,6,Very High
SO-624289,68,11,2356079.6,11,Very High
SO-624295,81,8,2330008.0,8,Very High
SO-624303,75,8,2245374.0,8,Very High
SO-624320,117,10,1925223.0,9,Very High
SO-624333,96,7,2459255.4,6,Very High
SO-624404,75,5,2315548.0,5,Very High
SO-624447,117,11,7081630.0,8,Very High
SO-624476,80,9,3095242.2,9,Very High
SO-624499,86,7,1242503.4,7,Very High
SO-624580,91,9,1411833.0,8,Very High
SO-624608,88,11,2190177.0,10,Very High
SO-624611,165,11,9970301.0,10,Very High
SO-624730,89,12,905589.0,11,Very High
SO-624740,81,8,3200714.0,8,Very High
SO-624751,63,4,3868173.0,4,Very High
SO-624764,140,11,2844928.6,10,Very High
SO-624769,74,7,594322.0,7,Very High
SO-624775,72,8,1344434.6,8,Very High
SO-624778,94,11,997811.0,9,Very High
SO-624812,46,6,757461.2,6,Very High
SO-624846,4,2,121222.0,2,Very High
SO-624865,87,11,568736.0,11,Very High
SO-624902,127,9,4941465.8,9,Very High
SO-624912,48,4,398139.8,4,Very High
SO-624944,96,9,1850609.0,8,Very High
SO-625188,97,9,1095091.4,8,Very High
SO-625241,97,11,2052787.4,10,Very High
SO-625312,16,1,173056.0,1,Very High
SO-625329,31,3,366784.0,3,Very High
SO-625352,72,9,309067.0,8,Very High
SO-625497,41,4,3151104.0,3,Very High
SO-625500,2,1,101888.0,1,Very High
SO-625536,140,12,2239932.8,9,Very High
SO-625608,76,7,1469769.0,6,Very High
SO-625668,78,9,1964931.0,7,Very High
SO-625669,111,10,6126165.8,8,Very High
SO-625738,54,5,1653581.8,5,Very High
SO-625751,105,10,3138839.2,8,Very High
SO-625770,71,5,102813.4,5,Very High
SO-625785,88,7,887970.2,7,Very High
SO-625915,88,10,1376360.0,10,Very High
SO-625936,17,1,204612.0,1,Very High
SO-625952,91,6,1286416.6,6,Very High
SO-625982,9,1,97344.0,1,Very High
SO-626094,119,12,4201536.2,9,Very High
SO-626259,88,7,1050532.0,6,Very High
SO-626362,42,4,278282.4,3,Very High
SO-626366,19,2,2744415.0,2,Very High
SO-626408,114,10,1265223.8,8,Very High
SO-626623,57,5,1782395.8,4,Very High
SO-626652,33,2,951552.0,2,Very High
SO-626720,81,8,755046.0,6,Very High
SO-626731,86,6,5279340.2,6,Very High
SO-626852,69,6,1306526.0,4,Very High
SO-626913,133,10,1041809.6,7,Very High
SO-626944,84,9,1801782.2,9,Very High
SO-626986,49,4,731139.0,4,Very High
SO-627015,33,3,1753670.4,3,Very High
SO-627019,26,3,1095472.8,3,Very High
SO-627223,106,11,1906278.4,9,Very High
SO-627273,46,5,2759446.4,4,Very High
SO-627443,85,6,978726.0,6,Very High
SO-627562,94,10,3379019.2,9,Very High
SO-627585,22,4,327948.0,4,Very High
SO-627658,83,6,1565458.8,6,Very High
SO-627758,9,2,108732.0,2,Very High
SO-627833,29,3,275940.0,2,Very High
SO-627843,104,12,4931099.2,11,Very High
SO-627853,112,12,3353731.0,11,Very High
SO-627859,36,3,1023357.0,3,Very High
SO-627884,80,8,3287738.0,7,Very High
SO-627947,116,11,2478734.0,9,Very High
SO-627960,65,7,1183442.0,7,Very High
SO-627999,77,8,3622265.0,8,Very High
SO-628024,106,10,2125185.8,9,Very High
SO-628039,46,4,1235821.0,4,Very High
SO-628083,30,3,112880.0,3,Very High
SO-628085,115,12,594830.6,7,Very High
SO-628115,38,3,706864.0,2,Very High
SO-628171,132,11,2917424.2,9,Very High
SO-628178,45,5,2070315.0,5,Very High
SO-628245,73,8,1598098.0,7,Very High
SO-628270,6,1,5097.6,1,Medium
SO-628365,67,5,2114560.0,4,Very High
SO-628405,41,3,1339491.2,3,Very High
SO-628539,71,7,980623.0,6,Very High
SO-628561,39,3,946716.2,3,Very High
SO-628567,107,9,1610675.4,8,Very High
SO-628657,111,10,2442271.0,8,Very High
SO-628696,56,7,1273341.6,6,Very High
SO-628807,36,3,916975.0,3,Very High
SO-628809,81,8,2208126.4,8,Very High
SO-628871,115,11,1117882.0,9,Very High
SO-628874,146,11,2790996.8,9,Very High
SO-628915,129,10,4063416.0,9,Very High
SO-629020,103,9,1360461.4,6,Very High
SO-629055,46,6,819856.0,6,Very High
SO-629115,88,9,1466055.8,7,Very High
SO-629153,25,3,260184.4,3,Very High
SO-629273,93,9,4165391.4,9,Very High
SO-629293,43,5,625441.0,5,Very High
SO-629332,22,3,550778.4,3,Very High
SO-629357,36,4,628737.2,4,Very High
SO-629707,50,6,1676320.4,6,Very High
SO-629731,156,12,2801407.2,11,Very High
SO-629735,64,6,420761.6,5,Very High
SO-629847,81,8,2705848.4,8,Very High
SO-629856,22,2,223683.2,2,Very High
SO-629890,66,6,1282498.8,5,Very High
SO-629907,65,6,1927021.0,5,Very High
SO-630010,113,11,1502983.4,10,Very High
SO-630162,107,10,2042981.8,9,Very High
SO-630167,74,8,1288372.0,6,Very High
SO-630183,92,11,2273057.0,9,Very High
SO-630216,8,3,9215.8,2,Medium
SO-630262,83,7,1332176.4,6,Very High
SO-630322,125,12,1557262.0,9,Very High
SO-630427,128,12,5671845.0,11,Very High
SO-630497,51,5,1317250.0,5,Very High
SO-630525,104,12,1453050.0,11,Very High
SO-630559,46,4,937189.6,3,Very High
SO-630789,55,5,2221901.8,5,Very High
SO-630819,4,1,236544.0,1,Very High
SO-630850,72,9,1004829.0,8,Very High
SO-630903,62,7,3808052.0,4,Very High
SO-630917,102,10,3104329.0,9,Very High
SO-630926,22,3,182858.6,2,Very High
SO-630933,81,9,1351384.6,7,Very High
SO-630938,114,11,6386541.2,9,Very High
SO-630947,105,9,2285488.8,8,Very High
SO-631034,135,12,3664241.0,10,Very High
SO-631093,52,5,1123875.2,5,Very High
SO-631139,35,3,396631.0,2,Very High
SO-631145,107,9,3992845.0,7,Very High
SO-631206,33,3,726219.6,2,Very High
SO-631247,7,1,219520.0,1,Very High
SO-631356,6,1,10266.0,1,High
SO-631359,97,11,1565202.6,8,Very High
SO-631360,107,10,2405384.0,10,Very High
SO-631408,89,8,729636.0,7,Very High
SO-631424,9,1,15399.0,1,High
SO-631428,141,11,5996169.0,9,Very High
SO-631470,48,5,1119624.0,5,Very High
SO-631570,127,10,2230169.0,10,Very High
SO-631573,120,11,3254108.0,11,Very High
SO-631583,67,10,533924.0,9,Very High
SO-631631,104,12,1860187.0,10,Very High
SO-631668,118,9,1771552.0,8,Very High
SO-631693,78,7,1579191.0,7,Very High
SO-631696,102,8,1851097.0,6,Very High
SO-631722,7,1,100352.0,1,Very High
SO-631745,109,9,2595232.2,6,Very High
SO-631796,69,7,1433761.8,7,Very High
SO-631835,49,4,2001472.0,4,Very High
SO-632086,85,9,2238503.0,9,Very High
SO-632202,98,8,1018426.0,6,Very High
SO-632273,4,1,6844.0,1,Medium
SO-632277,55,5,577240.2,5,Very High
SO-632442,112,10,5283005.4,9,Very High
SO-632448,12,1,376320.0,1,Very High
SO-632488,32,3,666087.0,3,Very High
SO-632555,115,8,2420866.0,8,Very High
SO-632587,106,12,4482890.8,9,Very High
SO-632602,34,3,734631.0,3,Very High
SO-632624,77,10,1839898.2,8,Very High
SO-632641,108,8,831860.4,8,Very High
SO-632651,20,1,706560.0,1,Very High
SO-632652,50,8,1053941.2,7,Very High
SO-632668,75,8,1599440.8,7,Very High
SO-632670,81,10,1131054.4,8,Very High
SO-632674,16,1,173056.0,1,Very High
SO-632701,35,5,540793.2,4,Very High
SO-632713,107,9,2403511.0,9,Very High
SO-632719,58,7,723176.2,7,Very High
SO-632808,28,3,202582.8,3,Very High
SO-633000,60,6,2871488.0,5,Very High
SO-633009,91,8,1443831.0,8,Very High
SO-633050,72,7,2270281.8,7,Very High
SO-633098,52,5,811640.2,5,Very High
SO-633108,73,8,3136993.6,7,Very High
SO-633178,76,7,973869.2,7,Very High
SO-633205,22,2,1456384.0,2,Very High
SO-633299,52,5,882776.0,5,Very High
SO-633368,55,6,4735152.0,6,Very High
SO-633383,113,8,2493532.8,7,Very High
SO-633429,19,3,1291648.0,3,Very High
SO-633445,28,3,2457396.0,3,Very High
SO-633454,145,12,1601765.2,10,Very High
SO-633486,29,3,137527.0,3,Very High
SO-633494,16,2,10761.6,2,High
SO-633565,60,7,647590.4,6,Very High
SO-633645,97,10,1656037.2,10,Very High
SO-633680,80,9,2489607.2,8,Very High
SO-633707,94,10,1182657.6,9,Very High
SO-633773,92,9,1799310.0,8,Very High
SO-633824,48,5,648294.4,4,Very High
SO-633831,116,12,4341282.6,10,Very High
SO-633833,127,10,3354829.6,10,Very High
SO-633850,58,7,1526583.2,7,Very High
SO-633896,43,3,1947648.0,2,Very High
SO-633941,65,6,1416012.4,6,Very High
SO-633951,35,2,1031624.0,2,Very High
SO-634131,43,6,1697229.6,6,Very High
SO-634183,32,2,22089.6,2,High
SO-634213,65,4,356559.6,3,Very High
SO-634267,93,8,1642953.4,8,Very High
SO-634269,106,8,2533543.4,6,Very High
SO-634350,89,7,2097206.8,6,Very High
SO-634484,77,9,1803036.6,8,Very High
SO-634650,102,12,1932337.2,9,Very High
SO-634712,125,12,2164204.4,11,Very High
SO-634740,156,12,4868263.2,11,Very High
SO-634755,136,12,2576674.4,9,Very High
SO-634842,104,12,5229814.2,11,Very High
SO-634880,86,7,571647.8,6,Very High
SO-634929,105,10,2364025.4,10,Very High
SO-634940,64,5,1528986.6,3,Very High
SO-634952,48,4,198773.0,3,Very High
SO-635095,79,7,1695535.2,7,Very High
SO-635122,147,12,1732828.4,9,Very High
SO-635141,100,8,863173.6,7,Very High
SO-635149,11,1,491392.0,1,Very High
SO-635168,57,6,2337484.0,5,Very High
SO-635218,86,7,514192.8,7,Very High
SO-635364,39,4,398431.4,4,Very High
SO-635368,90,7,1367127.0,6,Very High
SO-635462,92,8,1405706.8,8,Very High
SO-635471,3,1,1097.4,1,Low
SO-635503,112,11,2888200.2,10,Very High
SO-635641,152,12,2506093.0,9,Very High
SO-635642,107,12,1518606.8,8,Very High
SO-635671,20,4,542584.0,4,Very High
SO-635795,9,2,5664.0,2,Medium
SO-635800,37,4,255407.4,4,Very High
SO-635816,29,4,262139.0,4,Very High
SO-635831,5,1,8555.0,1,Medium
SO-635935,95,10,1509684.8,9,Very High
SO-635999,6,2,195840.0,2,Very High
SO-636058,58,3,702138.0,3,Very High
